Is_New,ID*,key,URL*,rel_url,requirement,conformance,update_verb,actor,certifiers_only,Sub-Requirement(s),conditionality,Conditionality Details,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,context,Verb Guess,Actor Guess,Section #,Grouping,Priority,Test Plan,Questions,Notes,In Test,Column1
,469,CONF-0469,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,"[Certifying systems](https://www.healthit.gov/topic/certification-ehrs/about-onc-health-it-certification-program) [, those that are participating in the ONC Health IT certification program,] SHALL ... follow the [Project US@ Technical Specification for Patient Addresses Final Version 1.0](https://asapnet.org/wp-content/uploads/2022/03/Project_US_FINAL_Technical_Specification_Version_1.0.pdf) as the standard style guide for Patient.address.line and Patient.address.city for new and updated records.",SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-patient,mandatory-and-must-support-data-elements,Structuredefinition US Core Patient: Mandatory And Must Support Data Elements,SHALL,,,,,,,"Added clarification here because although there is a link, testers not using the link could get confused as to which certification is this is referring to US Core or ONC 

This requirement is specific to certification testing and is not relevant to the IG tests

Change in v8.0.0:
Note: Substance unchanged so not modifying requirement text.

Certifying systems SHALL and non-certifying systems SHOULD follow the Project US@ Technical Specification for Patient Addresses Final Version 1.0 as the standard style guide for Patient.address.line and Patient.address.city for new and updated records.

->

The USCDI Patient Demographics Data Class requires following the Project US@ Technical Specification for Patient Addresses Final Version 1.0 for patient addresses. For new and updated records, Certifying Systems SHALL and non-Certifying Systems SHOULD follow it as the standard style guide for Patient addresses.

    Consult the style guide for details about the format for the Address datatypes elements, especially Patient.address.line and Patient.address.city.",n,
,470,CONF-0470,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,"Non-certifying systems[, systems that are not participating in the ONC Health IT certification program,] SHOULD follow the [Project US@ Technical Specification for Patient Addresses Final Version 1.0](https://asapnet.org/wp-content/uploads/2022/03/Project_US_FINAL_Technical_Specification_Version_1.0.pdf) as the standard style guide for Patient.address.line and Patient.address.city for new and updated records.",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-patient,mandatory-and-must-support-data-elements,Structuredefinition US Core Patient: Mandatory And Must Support Data Elements,SHOULD,,,,,,,"Change in v8.0.0:
Note: Substance unchanged so not modifying requirement text.

Certifying systems SHALL and non-certifying systems SHOULD follow the Project US@ Technical Specification for Patient Addresses Final Version 1.0 as the standard style guide for Patient.address.line and Patient.address.city for new and updated records.

->

The USCDI Patient Demographics Data Class requires following the Project US@ Technical Specification for Patient Addresses Final Version 1.0 for patient addresses. For new and updated records, Certifying Systems SHALL and non-Certifying Systems SHOULD follow it as the standard style guide for Patient addresses.

    Consult the style guide for details about the format for the Address datatypes elements, especially Patient.address.line and Patient.address.city.",,
,471,CONF-0471,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,"[For systems participating in the ONC Health IT certification program,] this requirement [to follow the [Project US@ Technical Specification for Patient Addresses Final Version 1.0](https://asapnet.org/wp-content/uploads/2022/03/Project_US_FINAL_Technical_Specification_Version_1.0.pdf) for Patient.address.line and Patient.address.city] does not apply to historical records or documents that are exposed through FHIR-based APIs. [Organizations MAY choose not to use use Project US@ Technical Specification for Patient Addresses Final Version 1.0 when sending historical records]",MAY,,Server,,,TRUE,"For organizations sending historical records and participating in the health IT certifictation program, they may choose not to follow Project US@ Technical Specification for Patient Addresses Final Version 1.0 when sending patient.address.line and patient.address.city",,,,,StructureDefinition-us-core-patient,mandatory-and-must-support-data-elements,Structuredefinition US Core Patient: Mandatory And Must Support Data Elements,MAY,,,,,,,"This requirement is specific to certification testing and is not relevant to the US Core IG tests

Change in v8.0.0:
Note: Substance unchanged so not modifying requirement text.

Certifying systems SHALL and non-certifying systems SHOULD follow the Project US@ Technical Specification for Patient Addresses Final Version 1.0 as the standard style guide for Patient.address.line and Patient.address.city for new and updated records.

->

The USCDI Patient Demographics Data Class requires following the Project US@ Technical Specification for Patient Addresses Final Version 1.0 for patient addresses. For new and updated records, Certifying Systems SHALL and non-Certifying Systems SHOULD follow it as the standard style guide for Patient addresses.

    Consult the style guide for details about the format for the Address datatypes elements, especially Patient.address.line and Patient.address.city.",,
,472,CONF-0472,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-patient.html#mandatory-and-must-support-data-elements,The Patient’s Social Security Numbers SHOULD NOT be used as a patient identifier in Patient.identifier.value,SHOULD-NOT,,Server,,,FALSE,,,,,,StructureDefinition-us-core-patient,mandatory-and-must-support-data-elements,Structuredefinition US Core Patient: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,473,CONF-0473,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,Servers that support only the US Core Practitioner Profile and do not support the [US Core PractitionerRole Profile](https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitionerrole.html) SHALL provide implementation-specific guidance on how to access a provider’s location and contact information using only the Practitioner resource.,SHALL,,Server,,,TRUE,"Servers that support US Core Practioner, but not US Core PractionerRole shall provide guidance on accessing provider locatin and contact information",,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,,n,
,474,CONF-0474,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,"Although Practitioner.address is marked as Must Support, the Server system … [MAY choose not to] support it if they support the US Core PractitionerRole Profile",MAY,,Server,,,TRUE,"If the system supports US Core PractionerRole, they may choose not to support practioner.address, even though it is marked as must support",,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,MAY,Server,,,,,,,,
,475,CONF-0475,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,[When using the US Core Practioner Profile] Practitioner.address … SHALL [be supported] if … [the Server does] not support the US Core PractitionerRole Profile,SHALL,,Server,,,TRUE,When using US Core Practioner profile,,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,,y,
,476,CONF-0476,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,The Client application SHALL support both [the PractionerRole profile and the Practioner.address element],SHALL,,Client,,,,,,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,,,
,477,CONF-0477,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,Only professional/work contact information about the practitioner SHOULD be available to the patient,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,478,CONF-0478,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-practitioner.html#mandatory-and-must-support-data-elements,Systems SHOULD follow the [Project US@ Technical Specification for Patient Addresses Final Version 1.0](https://asapnet.org/wp-content/uploads/2022/03/Project_US_FINAL_Technical_Specification_Version_1.0.pdf) as the standard style guide for Practitioner.address.line and Practitioner.address.city.,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-practitioner,mandatory-and-must-support-data-elements,Structuredefinition US Core Practitioner: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,479,CONF-0479,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"Procedure codes … [MAY] be taken from SNOMED-CT, CPT, HCPCS II, ICD-10-PCS, CDT, or LOINC [for procedure.code]",MAY,,Server,,,FALSE,,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,480,CONF-0480,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,[If using LOINC codes in procedure.code] only LOINC concepts that reflect actual procedures SHOULD be used,SHOULD,,Server,,,TRUE,If using LOINC codes in procedure.code,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,481,CONF-0481,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,communication.preferred MAY designate a preferred language when multiple languages are represented,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,482,CONF-0482,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,[For organizations participating in the ONC Health IT Certification program] Servers … SHALL support ... US Core Procedure Profile for communicating the reason or justification for a referral as Additional USCDI Requirements,SHALL,,Server,,,TRUE,For organizations participating in ONC certification,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,y,
,483,CONF-0483,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,[For organizations participating in the ONC Health IT Certification program] … Clients SHALL support ... US Core Procedure Profile for communicating the reason or justification for a referral as Additional USCDI Requirements,SHALL,,Client,,,TRUE,For organizations participating in ONC certification,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,,
,484,CONF-0484,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"[For organizations participating in the ONC Health IT Certification program,] although both Procedure.reasonCode and Procedure.reasonReference are marked as Additional USCDI Requirements, the certifying Server system is not required to support both, but SHALL support at least one of these elements.",SHALL,,Server,,,TRUE,"For organizations participating in ONC certification, Server shall support either Procedure.reasonCode or Procedure.reasonReference",,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,y,
,485,CONF-0485,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"[For organizations participating in the ONC Health IT Certification program,] The certifying Client application SHALL support both [Procedure.reasonCode and Procedure.reasonReference]",SHALL,,Client,,,TRUE,For organizations participating in ONC certification,,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,,
,486,CONF-0486,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"[For organizations participating in the ONC Health IT Certification program,] when using Procedure.reasonReference Servers SHALL support at least one target resource in Procedure.reasonReference",SHALL,,Server,,,TRUE," For organizations participating in the ONC Health IT Certification program, using Procedure.reasonReference",,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,y,
,487,CONF-0487,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"[For organizations participating in the ONC Health IT Certification program,] when using Procedure.reasonReference … Clients SHALL support all target resources in Procedure.reasonReference",SHALL,,Client,,,TRUE," For organizations participating in the ONC Health IT Certification program, using Procedure.reasonReference",,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,,
,488,CONF-0488,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-procedure.html#mandatory-and-must-support-data-elements,"[For organizations participating in the ONC Health IT Certification program,] when using Procedure.reasonReference …The referenced resources SHOULD be a US Core Profile as documented in [Referencing US Core Profiles](https://hl7.org/fhir/us/core/STU8/general-guidance.html#referencing-us-core-profiles)",SHOULD,,Server,,,TRUE," For organizations participating in the ONC Health IT Certification program, using Procedure.reasonReference",,,,,StructureDefinition-us-core-procedure,mandatory-and-must-support-data-elements,Structuredefinition US Core Procedure: Mandatory And Must Support Data Elements,SHOULD,,,,,,,This requirement is specific to certification testing and is not relevant to the US Core IG tests,,
,489,CONF-0489,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type AllergyIntolerance,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,490,CONF-0490,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type CarePlan,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,491,CONF-0491,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type CareTeam,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,492,CONF-0492,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Condition,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,493,CONF-0493,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Coverage,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,494,CONF-0494,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Device,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,495,CONF-0495,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type DiagnosticReport,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,496,CONF-0496,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Document Reference,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,497,CONF-0497,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Encounter,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,498,CONF-0498,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Goal,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,499,CONF-0499,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Immunization,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,500,CONF-0500,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type MedicationDispense,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,501,CONF-0501,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type MedicationRequest,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,502,CONF-0502,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Observation,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,503,CONF-0503,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Patient,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,504,CONF-0504,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type Procedure,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,505,CONF-0505,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type QuestionnaireResponse,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,506,CONF-0506,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type RelatedPerson,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,507,CONF-0507,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,The US Core Provenance resource SHALL be supported for … [this] US Core resource type ServiceRequest,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,508,CONF-0508,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,"If a system receives a provider in Provenance.agent.who as free text, they must capture [the organization] who sent them the information [and upon] request ... SHALL provide this organization as the source",SHALL,,Server,,,TRUE,"If Provenance.agent.who is stored as free text, then the organization source shall be provided",,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,509,CONF-0509,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,"If a system receives a provider in Provenance.agent.who as free text, … [upon request they] MAY include the free text provider.",MAY,,Server,,,TRUE,"If Provenance.agent.who is stored as free text, then the free text provider may be provided",,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,MAY,,,,,,,,n,
,510,CONF-0510,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-provenance.html#mandatory-and-must-support-data-elements,Systems that need to know the activity has occurred SHOULD populate the activity [Provenance.activity],SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-provenance,mandatory-and-must-support-data-elements,Structuredefinition US Core Provenance: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,511,CONF-0511,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-questionnaireresponse.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-questionnaireresponse.html#mandatory-and-must-support-data-elements,If the QuestionnaireResponse is based on a non-FHIR form [then a] ... FHIR Questionnaire [needs to] represent at least the relevant metadata,SHALL,,Server,,,TRUE, If the QuestionnaireResponse is based on a non-FHIR form,,,,,StructureDefinition-us-core-questionnaireresponse,mandatory-and-must-support-data-elements,Structuredefinition US Core Questionnaireresponse: Mandatory And Must Support Data Elements,,,,,,,,,n,
,512,CONF-0512,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-questionnaireresponse.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-questionnaireresponse.html#mandatory-and-must-support-data-elements,If the QuestionnaireResponse is based on a non-FHIR form [then a] … FHIR Questionnaire's questions may be omitted,MAY,,Server,,,TRUE, If the QuestionnaireResponse is based on a non-FHIR form,,,,,StructureDefinition-us-core-questionnaireresponse,mandatory-and-must-support-data-elements,Structuredefinition US Core Questionnaireresponse: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,513,CONF-0513,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-relatedperson.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-relatedperson.html#mandatory-and-must-support-data-elements,Systems SHOULD follow the [Project US@ Technical Specification for Patient Addresses Final Version 1.0](https://asapnet.org/wp-content/uploads/2022/03/Project_US_FINAL_Technical_Specification_Version_1.0.pdf) as the standard style guide for RelatedPerson.address.line and RelatedPerson.address.city,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-relatedperson,mandatory-and-must-support-data-elements,Structuredefinition US Core Relatedperson: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,514,CONF-0514,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-servicerequest.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-servicerequest.html#mandatory-and-must-support-data-elements,"The Must Support `ServiceRequest.category` is bound, at a minimum, to the [US Core ServiceRequest Category Codes](https://hl7.org/fhir/us/core/STU8/ValueSet-us-core-servicerequest-category.html), and other category codes can be used.",MAY,,Server,,,FALSE,,,,,,StructureDefinition-us-core-servicerequest,mandatory-and-must-support-data-elements,Structuredefinition US Core Servicerequest: Mandatory And Must Support Data Elements,,,,,,,,"Change in v8.0.0:

The ServiceRequest.category binding Must Support, at a minimum, the US Core ServiceRequest Category Codes. However, this value set can be treated as extensible, and other category codes can be used instead.

->

The Must Support ServiceRequest.category is bound, at a minimum, to the US Core ServiceRequest Category Codes, and other category codes can be used.",,
